Timestamp,Do you consent to participate in this academic research survey?,Age,"Program or Field of Study (e.g., BSc CSIT, BBA, MBBS, etc.)", Current Year of Study,Living Situation,Current CGPA(average GPA that you remember) or Overall CGPA (if graduated),Have you ever given compart exam or repeated course?,Average attendance in semesters till now,Daily study hours (outside class including the time of assignments and projects),I revise class materials regularly,Rate your faculty's academic teaching capability,"Use of online platforms (YouTube, Coursera, etc.)",How often do you do group studies?,Do you ask for help with teachers while facing academic difficulties?,Stress level regarding academics,Average sleep per night,Do you feel supported by friends or family in your academics?,How is your friend circle academically?,Estimated monthly household income (NPR),Are you the first in your family to attend university?,Do you work a part-time job while studying?,How much does financial pressure affect your studies?,Do family responsibilities affect your study time?,I am confident I will complete my degree,I feel motivated to do well in university,Anything else you'd like to share about your academic experience or challenges?,Column 28
06/18/2025 11:33:43,Yes,30,LLB,Graduated,Rented/shared room,3.29,Yes,<50%,<1,4,3,Frequently,Sometimes,Rarely,3,6–7 hrs,Always,4,"30,000–50,000",Yes,Yes,4,No,4,4,,
07/26/2025 01:20:30,Yes,24,MBA,Graduated,Rented/shared room,3.5,No,75%–90%,2 to 3,1,2,Never,Never,No,2,5–6 hrs,Always,5,"<15,000",No,No,2,Sometimes,5,3,,
05/22/2025 01:37:15,Yes,29,Computer Engineering,4th,Hostel,3.62,No,>90%,1 to 2,4,2,Always,Sometimes,Rarely,2,>8 hrs,Rarely,3,">50,000",Yes,No,3,Sometimes,5,4,,
06/04/2025 17:12:37,Yes,23,B.Sc,4th,Rented/shared room,3.75,No,50%–75%,>4,3,1,Rarely,Rarely,Rarely,4,5–6 hrs,Rarely,3,">50,000",No,No,1,No,5,3,Don't watch the clock; do what it does. Keep going.,
05/19/2025 23:05:30,Yes,41,Geomatics Engineering,Graduated,At home with family,2.59,No,>90%,3 to 4,3,4,Frequently,Rarely,Rarely,4,7–8 hrs,Always,5,"30,000–50,000",No,Yes,1,Rarely,5,3,,
05/23/2025 03:11:57,Yes,40,Computer science,Graduated,At home with family,4.0,No,>90%,2 to 3,5,3,Never,Rarely,No,3,6–7 hrs,Frequently,5,">50,000",No,Yes,4,No,5,4,,
06/12/2025 11:46:35,Yes,24,B.Tech in AI,4th,Rented/shared room,3.5,No,>90%,<1,2,5,Rarely,Never,Sometimes,4,>8 hrs,Always,5,">50,000",No,No,3,No,1,3,,
07/09/2025 11:44:28,Yes,22,Mechanical Engineering,4th,Other,3.68,No,50%–75%,1 to 2,2,4,Sometimes,Sometimes,No,4,6–7 hrs,Always,4,">50,000",No,No,1,Sometimes,2,4,,
06/27/2025 23:52:34,Yes,22,GE,1st,Hostel,3.34,No,>90%,<1,3,3,Rarely,Rarely,"Yes, regularly",3,7–8 hrs,Frequently,4,"15,000–30,000",No,Yes,5,Sometimes,5,5,The journey of a thousand miles begins with a single step.,
05/20/2025 07:54:55,Yes,22,ME,Graduated,At home with family,3.07,No,>90%,1 to 2,2,2,Frequently,Sometimes,"Yes, regularly",4,6–7 hrs,Sometimes,2,">50,000",Yes,No,1,Rarely,3,5,,
07/06/2025 00:32:31,Yes,19,BIM,Graduated,Rented/shared room,3.65,No,<50%,1 to 2,1,3,Always,Rarely,No,5,6–7 hrs,Always,3,"30,000–50,000",Yes,No,1,No,5,4,,
05/28/2025 08:23:04,Yes,20,BIT,5th,At home with family,3.58,No,75%–90%,1 to 2,1,4,Always,Rarely,"Yes, regularly",5,6–7 hrs,Always,2,">50,000",Yes,Yes,3,Sometimes,5,3,,
07/16/2025 15:42:33,Yes,26,BIT,Graduated,At home with family,3.31,No,75%–90%,<1,3,1,Sometimes,Sometimes,Rarely,5,6–7 hrs,Never,5,"15,000–30,000",No,No,3,Rarely,3,5,,
06/24/2025 15:09:18,Yes,23,Environmental Engineering,4th,Rented/shared room,3.57,No,>90%,<1,1,4,Sometimes,Never,Rarely,5,>8 hrs,Rarely,4,"30,000–50,000",No,No,2,Rarely,4,4,,
05/30/2025 10:04:30,Yes,24,Computer Engineering,Graduated,Alone,3.31,No,>90%,<1,2,3,Rarely,Never,No,4,5–6 hrs,Frequently,1,">50,000",No,Yes,5,Rarely,5,4,,
07/26/2025 18:41:16,Yes,25,B.Sc,4th,Alone,4.0,No,<50%,1 to 2,1,1,Always,Rarely,"Yes, regularly",5,6–7 hrs,Always,5,">50,000",Yes,No,4,Sometimes,4,5,,
05/17/2025 12:17:16,Yes,25,BSc,4th,At home with family,3.34,No,75%–90%,<1,1,2,Rarely,Sometimes,"Yes, regularly",3,<5 hrs,Always,2,">50,000",No,No,5,No,5,4,,
05/16/2025 23:12:18,Yes,41,MBA,5th,Hostel,3.22,No,>90%,<1,5,1,Frequently,Rarely,"Yes, regularly",3,6–7 hrs,Always,2,"15,000–30,000",No,Yes,5,Sometimes,4,3,,
07/04/2025 17:35:26,Yes,21,CA,Graduated,Rented/shared room,3.56,No,>90%,1 to 2,5,1,Never,Never,"Yes, regularly",2,6–7 hrs,Sometimes,5,"30,000–50,000",No,No,3,Significantly,4,5,,
06/14/2025 05:25:23,Yes,21,Geomatics Engineering,4th,At home with family,3.39,No,>90%,2 to 3,1,4,Sometimes,Rarely,No,5,5–6 hrs,Always,4,"<15,000",Yes,Yes,3,No,5,4,,
06/04/2025 01:21:26,Yes,28,BE,4th,Hostel,3.35,No,75%–90%,3 to 4,2,4,Always,Never,"Yes, regularly",3,7–8 hrs,Frequently,5,"15,000–30,000",No,Yes,1,No,5,3,,
05/13/2025 22:25:10,Yes,24,Mechanical Engineering,Graduated,At home with family,3.41,No,75%–90%,1 to 2,1,5,Frequently,Rarely,Rarely,5,5–6 hrs,Rarely,5,"30,000–50,000",Yes,No,1,Sometimes,5,4,,
06/07/2025 22:14:02,Yes,24,Mechanical Engineering,1st,At home with family,3.79,No,50%–75%,<1,2,4,Frequently,Rarely,Rarely,4,>8 hrs,Always,5,"<15,000",No,No,5,Sometimes,3,5,,
05/15/2025 12:35:07,Yes,29,BBM LLB,Graduated,Rented/shared room,3.45,No,>90%,1 to 2,1,5,Rarely,Rarely,No,4,7–8 hrs,Rarely,5,"30,000–50,000",No,No,1,Rarely,5,4,,
06/22/2025 07:41:22,Yes,22,BA.LLB,Graduated,Hostel,3.66,No,>90%,1 to 2,2,1,Rarely,Sometimes,Sometimes,1,6–7 hrs,Rarely,5,">50,000",No,Yes,1,Rarely,3,5,,
05/26/2025 10:54:18,Yes,23,Environmental Engineering,Graduated,At home with family,3.41,No,>90%,3 to 4,4,2,Frequently,Rarely,No,3,7–8 hrs,Rarely,5,"15,000–30,000",No,No,5,Sometimes,5,4,,
07/27/2025 22:56:40,Yes,23,ENE,Graduated,At home with family,2.68,No,>90%,1 to 2,1,5,Frequently,Sometimes,No,1,>8 hrs,Sometimes,5,"15,000–30,000",No,No,4,Significantly,4,3,,
06/04/2025 23:09:59,Yes,24,BE,4th,At home with family,3.17,Yes,50%–75%,<1,4,3,Frequently,Sometimes,"Yes, regularly",1,5–6 hrs,Always,3,">50,000",No,No,1,Rarely,5,3,,
07/11/2025 07:51:03,Yes,24,BBA,Graduated,At home with family,2.73,Yes,>90%,<1,3,2,Never,Never,Sometimes,5,6–7 hrs,Frequently,3,"30,000–50,000",Yes,No,1,Sometimes,5,4,,
06/15/2025 21:15:54,Yes,23,BA.LLB,3rd,Hostel,3.03,No,>90%,<1,1,4,Never,Sometimes,Rarely,2,7–8 hrs,Frequently,4,">50,000",No,No,3,Rarely,4,3,,
05/21/2025 10:14:42,Yes,23,B.A.LLB,4th,At home with family,3.01,No,50%–75%,1 to 2,1,5,Sometimes,Frequently,Sometimes,5,7–8 hrs,Frequently,2,"30,000–50,000",Yes,Yes,2,No,5,5,,
06/04/2025 00:52:09,Yes,24,BSc.CS,3rd,Hostel,3.07,No,>90%,<1,1,3,Frequently,Frequently,No,2,5–6 hrs,Always,1,"<15,000",No,No,5,No,4,1,,
06/05/2025 18:03:28,Yes,23,GE,Graduated,At home with family,3.61,Yes,75%–90%,2 to 3,3,3,Frequently,Rarely,Sometimes,4,6–7 hrs,Sometimes,4,">50,000",No,Yes,2,Rarely,5,5,,
07/18/2025 14:59:30,Yes,44,BDS,Graduated,At home with family,2.58,No,>90%,<1,5,3,Sometimes,Rarely,Sometimes,5,6–7 hrs,Always,5,">50,000",No,No,2,No,5,4,,
05/27/2025 19:49:49,Yes,37,BSc,Graduated,Other,3.04,No,>90%,<1,1,4,Rarely,Rarely,No,5,7–8 hrs,Always,3,">50,000",No,No,5,Rarely,4,4,,
05/29/2025 15:39:58,Yes,23,B.Sc,Graduated,Rented/shared room,3.71,No,<50%,3 to 4,5,2,Always,Sometimes,Sometimes,4,5–6 hrs,Sometimes,4,"30,000–50,000",No,No,1,Sometimes,4,3,Financial constraints make it hard to focus fully on academics.,
07/22/2025 09:01:36,Yes,24,MPPM,Graduated,Alone,2.92,No,>90%,1 to 2,1,1,Sometimes,Rarely,Sometimes,2,5–6 hrs,Always,5,"15,000–30,000",No,No,5,Significantly,5,4,Stay focused on your goals.,
07/04/2025 00:27:43,Yes,23,MPhil,4th,At home with family,3.79,No,>90%,<1,2,1,Frequently,Rarely,No,5,6–7 hrs,Always,4,"30,000–50,000",No,No,3,Rarely,4,4,,
06/21/2025 20:23:01,Yes,21,BSc.CS,Graduated,Rented/shared room,3.35,Yes,>90%,<1,4,3,Frequently,Never,No,4,6–7 hrs,Sometimes,4,"30,000–50,000",Yes,No,3,No,4,4,,
05/22/2025 22:49:11,Yes,22,CM,4th,At home with family,3.93,No,75%–90%,<1,5,5,Sometimes,Frequently,Rarely,2,>8 hrs,Always,5,"<15,000",No,Yes,1,Sometimes,5,1,,
06/17/2025 20:05:22,Yes,23,Computer Engineering,Graduated,Rented/shared room,3.61,No,50%–75%,<1,1,4,Rarely,Sometimes,"Yes, regularly",5,6–7 hrs,Always,3,"30,000–50,000",No,Yes,1,Sometimes,4,2,Financial constraints make it hard to focus fully on academics.,
07/07/2025 18:48:58,Yes,23,ENE,4th,At home with family,2.86,Yes,>90%,2 to 3,2,4,Always,Rarely,Rarely,2,>8 hrs,Always,5,"15,000–30,000",No,No,2,Sometimes,5,4,,
06/17/2025 07:40:29,Yes,23,BCE,4th,At home with family,3.6,No,>90%,<1,4,5,Sometimes,Frequently,"Yes, regularly",4,7–8 hrs,Always,5,">50,000",No,Yes,4,Significantly,5,3,The academic system needs more practical applications.,
07/10/2025 10:31:28,Yes,32,B.Tech in AI,Graduated,Hostel,3.07,Yes,>90%,2 to 3,2,4,Sometimes,Rarely,Sometimes,3,5–6 hrs,Sometimes,4,"15,000–30,000",Yes,No,2,No,5,1,The academic system needs more practical applications.,
07/09/2025 13:00:39,Yes,22,B.Tech in AI,4th,Other,3.16,No,75%–90%,<1,1,2,Always,Frequently,Sometimes,1,7–8 hrs,Always,5,">50,000",Yes,No,5,Rarely,5,5,,
05/28/2025 15:40:45,Yes,25,B.A.LLB,1st,Rented/shared room,3.54,No,75%–90%,1 to 2,2,3,Never,Sometimes,No,5,5–6 hrs,Always,1,"30,000–50,000",No,No,4,No,5,4,,
06/16/2025 17:00:13,Yes,18,BIM,Graduated,Rented/shared room,3.06,No,>90%,2 to 3,5,4,Never,Rarely,Sometimes,4,6–7 hrs,Frequently,5,"15,000–30,000",No,No,1,Rarely,5,4,,
06/14/2025 12:33:47,Yes,22,Computer Engineering,4th,Hostel,3.58,No,>90%,1 to 2,4,2,Frequently,Rarely,No,1,>8 hrs,Sometimes,3,"30,000–50,000",Yes,Yes,1,Sometimes,4,4,,
07/09/2025 00:23:14,Yes,21,B.Sc,Graduated,Rented/shared room,3.23,No,75%–90%,2 to 3,4,1,Sometimes,Never,Sometimes,4,6–7 hrs,Never,3,"15,000–30,000",Yes,No,1,No,5,3,,
06/06/2025 00:50:20,Yes,25,BIT,Graduated,At home with family,2.85,No,>90%,1 to 2,2,1,Rarely,Sometimes,"Yes, regularly",5,5–6 hrs,Always,5,"30,000–50,000",No,No,5,No,5,2,,
05/19/2025 10:42:46,Yes,35,BBM LLB,4th,At home with family,3.6,No,>90%,<1,2,5,Rarely,Sometimes,Sometimes,4,7–8 hrs,Frequently,3,">50,000",No,No,1,Sometimes,4,1,,
05/26/2025 20:08:53,Yes,28,BE,2nd,Hostel,3.6,No,75%–90%,1 to 2,3,4,Frequently,Sometimes,No,5,6–7 hrs,Always,4,"30,000–50,000",Yes,Yes,3,Sometimes,2,3,,
06/15/2025 19:51:38,Yes,22,BDS,Graduated,At home with family,3.63,No,>90%,<1,1,1,Rarely,Never,Sometimes,1,6–7 hrs,Frequently,4,">50,000",No,No,3,Significantly,5,4,Every expert was once a beginner.,
05/19/2025 20:16:47,Yes,46,BPT,5th,Hostel,2.55,No,>90%,<1,5,3,Always,Rarely,"Yes, regularly",2,7–8 hrs,Frequently,5,">50,000",No,No,2,No,5,5,The journey of a thousand miles begins with a single step.,
07/18/2025 23:48:46,Yes,40,BCE,5th,Rented/shared room,4.0,No,75%–90%,<1,1,2,Never,Rarely,Rarely,2,5–6 hrs,Sometimes,3,">50,000",No,No,5,No,5,4,,
06/30/2025 15:42:50,Yes,25,CS,4th,Hostel,3.22,No,>90%,<1,1,3,Sometimes,Sometimes,Rarely,4,7–8 hrs,Rarely,5,"15,000–30,000",No,No,5,Sometimes,4,5,,
07/03/2025 09:46:52,Yes,23,CS,Graduated,Rented/shared room,3.57,Yes,75%–90%,1 to 2,5,4,Frequently,Frequently,No,5,7–8 hrs,Frequently,5,">50,000",No,No,4,Sometimes,4,5,,
06/04/2025 08:38:01,Yes,23,Environmental Engineering,4th,At home with family,3.42,Yes,<50%,3 to 4,2,3,Sometimes,Sometimes,Rarely,4,7–8 hrs,Always,1,">50,000",No,No,2,No,1,4,,
06/28/2025 20:48:52,Yes,22,CE,Graduated,Hostel,3.36,No,>90%,2 to 3,2,2,Always,Rarely,"Yes, regularly",4,6–7 hrs,Frequently,2,">50,000",No,Yes,2,Sometimes,5,3,,
05/21/2025 00:07:31,Yes,22,B.E,2nd,At home with family,3.83,No,75%–90%,3 to 4,1,4,Frequently,Frequently,Rarely,2,6–7 hrs,Always,5,">50,000",No,No,3,Sometimes,5,4,Believe in yourself and all that you are.,
07/12/2025 13:50:15,Yes,46,Civil Engineering,4th,At home with family,2.67,Yes,75%–90%,2 to 3,1,2,Frequently,Sometimes,Rarely,4,6–7 hrs,Frequently,1,"30,000–50,000",No,No,2,Sometimes,5,4,,
05/18/2025 10:22:53,Yes,32,BSc.CS,4th,Rented/shared room,3.03,No,50%–75%,<1,4,1,Rarely,Sometimes,Sometimes,5,<5 hrs,Always,3,"30,000–50,000",No,Yes,2,Rarely,5,1,,
07/11/2025 18:48:49,Yes,24,BBIS,Graduated,Hostel,2.96,No,>90%,2 to 3,3,3,Frequently,Sometimes,"Yes, regularly",1,5–6 hrs,Sometimes,3,"<15,000",Yes,Yes,1,Sometimes,5,4,,
06/05/2025 04:39:00,Yes,24,BSc.CS,4th,At home with family,2.76,No,>90%,<1,2,1,Sometimes,Rarely,Sometimes,5,6–7 hrs,Always,3,"15,000–30,000",Yes,No,1,Rarely,5,4,,
07/06/2025 03:47:34,Yes,39,BBA,2nd,Rented/shared room,3.44,Yes,75%–90%,<1,5,3,Sometimes,Rarely,Rarely,5,6–7 hrs,Always,3,">50,000",No,No,1,Rarely,5,4,,
06/23/2025 15:48:08,Yes,26,MBBS,4th,Rented/shared room,3.57,No,75%–90%,1 to 2,2,2,Sometimes,Never,"Yes, regularly",2,7–8 hrs,Always,5,"15,000–30,000",No,No,3,Rarely,5,4,,
07/02/2025 04:20:34,Yes,20,ME,4th,Rented/shared room,3.33,No,>90%,2 to 3,3,3,Frequently,Rarely,"Yes, regularly",2,6–7 hrs,Always,1,">50,000",Yes,Yes,5,Sometimes,4,4,,
07/13/2025 09:02:44,Yes,18,BIT,4th,Hostel,3.19,No,>90%,<1,2,1,Sometimes,Never,"Yes, regularly",3,5–6 hrs,Frequently,5,"<15,000",No,No,5,Sometimes,5,4,,
06/05/2025 21:16:57,Yes,45,BPT,2nd,Hostel,2.94,No,>90%,<1,4,2,Frequently,Rarely,Sometimes,5,7–8 hrs,Always,5,"15,000–30,000",No,Yes,3,Rarely,5,4,,
05/28/2025 04:59:32,Yes,22,BE,Graduated,Other,3.32,Yes,<50%,<1,3,3,Rarely,Sometimes,Rarely,4,7–8 hrs,Frequently,2,"30,000–50,000",No,No,2,Significantly,4,4,,
05/24/2025 12:54:51,Yes,36,Computer Engineering,Graduated,Rented/shared room,3.52,Yes,75%–90%,<1,3,2,Always,Sometimes,No,2,7–8 hrs,Always,4,">50,000",Yes,Yes,2,Significantly,5,5,,
07/28/2025 03:32:09,Yes,23,B.E,4th,Rented/shared room,3.15,No,>90%,2 to 3,1,3,Frequently,Frequently,Rarely,5,>8 hrs,Frequently,4,"30,000–50,000",Yes,Yes,2,Rarely,5,4,Remote learning was difficult to adapt to initially.,
07/03/2025 06:04:35,Yes,25,Computer science,Graduated,Rented/shared room,2.75,No,>90%,3 to 4,1,2,Sometimes,Rarely,"Yes, regularly",2,7–8 hrs,Never,2,">50,000",Yes,Yes,2,Rarely,4,3,,
05/21/2025 07:53:36,Yes,22,BBM LLB,5th,Hostel,3.44,No,50%–75%,1 to 2,1,4,Never,Rarely,"Yes, regularly",3,5–6 hrs,Always,3,">50,000",No,No,5,Rarely,3,3,,
07/02/2025 05:50:41,Yes,23,MBBS,3rd,At home with family,3.23,No,>90%,2 to 3,2,4,Sometimes,Sometimes,Sometimes,2,7–8 hrs,Always,2,">50,000",No,No,2,Sometimes,4,5,,
05/23/2025 04:42:13,Yes,25,MPPM,Graduated,Hostel,3.5,No,>90%,1 to 2,2,2,Rarely,Rarely,Sometimes,2,<5 hrs,Always,5,"30,000–50,000",Yes,No,4,Sometimes,4,4,,
07/06/2025 15:00:30,Yes,23,MPPM,3rd,Other,3.3,Yes,>90%,1 to 2,5,5,Rarely,Frequently,No,2,6–7 hrs,Always,5,">50,000",No,No,5,No,4,5,Family expectations create additional pressure to perform well.,
06/18/2025 01:50:27,Yes,25,BBIS,Graduated,Hostel,3.63,No,>90%,<1,2,2,Sometimes,Rarely,Sometimes,3,<5 hrs,Sometimes,1,"15,000–30,000",Yes,Yes,3,Sometimes,5,4,,
05/24/2025 13:21:14,Yes,22,Environmental Engineering,2nd,At home with family,3.17,No,>90%,<1,3,2,Sometimes,Rarely,Sometimes,3,5–6 hrs,Always,5,"<15,000",No,No,3,Rarely,5,2,,
07/05/2025 14:52:40,Yes,36,BBM LLB,4th,At home with family,3.19,No,75%–90%,1 to 2,2,3,Frequently,Rarely,Rarely,5,>8 hrs,Sometimes,4,">50,000",No,No,3,Sometimes,5,4,,
06/26/2025 12:01:30,Yes,22,BBIS,3rd,Hostel,3.32,Yes,75%–90%,<1,5,4,Sometimes,Sometimes,Sometimes,3,5–6 hrs,Always,4,"<15,000",Yes,No,4,Sometimes,5,4,,
07/07/2025 08:57:17,Yes,18,Bpt,4th,Rented/shared room,3.01,No,>90%,<1,3,4,Never,Sometimes,Sometimes,5,6–7 hrs,Sometimes,5,">50,000",No,No,3,No,4,4,,
07/11/2025 11:53:18,Yes,20,Civil Engineering,1st,Hostel,3.84,No,75%–90%,1 to 2,3,4,Frequently,Sometimes,No,4,7–8 hrs,Always,2,"30,000–50,000",No,Yes,2,Rarely,5,3,Never give up on your dreams.,
06/07/2025 07:36:17,Yes,41,B.Sc,4th,Rented/shared room,3.8,No,>90%,<1,2,1,Sometimes,Sometimes,No,5,7–8 hrs,Sometimes,4,"30,000–50,000",Yes,No,4,No,5,3,Success comes to those who persevere.,
06/29/2025 13:56:12,Yes,25,BBM LLB,Graduated,At home with family,3.16,No,>90%,<1,2,4,Always,Never,Sometimes,5,6–7 hrs,Never,5,"<15,000",Yes,No,5,Sometimes,4,5,,
07/22/2025 23:11:31,Yes,21,GE,1st,Rented/shared room,3.36,No,75%–90%,2 to 3,1,3,Always,Never,No,4,6–7 hrs,Frequently,1,"15,000–30,000",No,No,1,Rarely,5,3,,
05/21/2025 03:51:24,Yes,41,BCA,3rd,At home with family,3.15,No,75%–90%,<1,3,3,Frequently,Rarely,Rarely,3,7–8 hrs,Always,3,"30,000–50,000",Yes,No,4,Significantly,5,5,,
06/08/2025 13:00:55,Yes,18,GE,Graduated,At home with family,3.21,Yes,>90%,1 to 2,4,3,Frequently,Rarely,Rarely,5,5–6 hrs,Rarely,4,">50,000",No,No,4,Rarely,5,4,,
05/16/2025 04:16:54,Yes,24,MPPM,4th,Rented/shared room,3.51,No,50%–75%,2 to 3,1,5,Sometimes,Frequently,Rarely,4,6–7 hrs,Always,5,">50,000",No,No,2,No,3,4,,
07/07/2025 21:36:14,Yes,47,MPPM,4th,At home with family,3.47,No,75%–90%,<1,3,5,Never,Rarely,No,5,6–7 hrs,Always,3,">50,000",Yes,No,3,No,3,1,,
07/16/2025 21:55:50,Yes,22,Environmental Engineering,5th,Alone,3.56,No,50%–75%,<1,2,4,Sometimes,Frequently,No,3,6–7 hrs,Always,2,">50,000",Yes,No,2,Sometimes,4,5,,
05/23/2025 18:37:14,Yes,22,BBIS,4th,At home with family,3.47,No,>90%,<1,1,5,Sometimes,Rarely,No,4,6–7 hrs,Sometimes,4,"30,000–50,000",No,Yes,1,Sometimes,5,4,,
07/30/2025 13:13:25,Yes,22,BSc,4th,Hostel,3.52,No,>90%,1 to 2,4,3,Never,Rarely,Rarely,3,6–7 hrs,Never,1,"<15,000",Yes,No,3,No,4,2,,
06/21/2025 03:23:40,Yes,24,BCE,2nd,At home with family,3.6,No,>90%,<1,3,1,Always,Rarely,No,4,5–6 hrs,Never,3,"15,000–30,000",Yes,Yes,1,Sometimes,5,5,,
07/02/2025 23:44:11,Yes,24,BE,4th,Hostel,3.24,No,75%–90%,1 to 2,1,3,Never,Sometimes,Rarely,2,7–8 hrs,Always,1,"30,000–50,000",No,Yes,1,Rarely,5,5,,
06/22/2025 04:41:37,Yes,23,BCA,4th,Rented/shared room,3.24,No,50%–75%,2 to 3,3,4,Frequently,Rarely,"Yes, regularly",3,5–6 hrs,Always,5,"15,000–30,000",No,Yes,4,No,5,4,,
07/27/2025 17:29:14,Yes,25,ENE,Graduated,Alone,2.87,No,75%–90%,1 to 2,2,5,Never,Rarely,Rarely,4,5–6 hrs,Frequently,3,"15,000–30,000",No,No,5,Rarely,5,3,,
05/28/2025 08:24:49,Yes,23,CA,4th,At home with family,3.67,No,75%–90%,3 to 4,1,4,Rarely,Rarely,No,4,7–8 hrs,Sometimes,4,">50,000",Yes,Yes,5,Sometimes,5,4,,
05/14/2025 05:34:20,Yes,45,CE,Graduated,At home with family,3.56,No,50%–75%,1 to 2,1,5,Frequently,Rarely,No,3,5–6 hrs,Frequently,4,"30,000–50,000",Yes,Yes,5,Rarely,5,4,,
05/18/2025 12:21:43,Yes,23,CM,Graduated,Rented/shared room,2.86,Yes,75%–90%,<1,1,4,Frequently,Sometimes,Rarely,5,6–7 hrs,Frequently,5,"15,000–30,000",No,No,3,Significantly,5,5,,
07/23/2025 18:46:15,Yes,23,CA,4th,Hostel,3.66,Yes,>90%,<1,3,4,Frequently,Rarely,Sometimes,4,5–6 hrs,Sometimes,4,"15,000–30,000",Yes,No,1,Significantly,3,3,,
05/19/2025 15:01:51,Yes,21,BBA,Graduated,Alone,3.41,Yes,75%–90%,1 to 2,3,5,Sometimes,Rarely,No,4,6–7 hrs,Always,2,">50,000",No,No,4,No,4,3,,
05/25/2025 08:16:25,Yes,22,BBM LLB,4th,At home with family,2.87,No,75%–90%,1 to 2,4,2,Never,Rarely,Sometimes,4,<5 hrs,Always,2,">50,000",No,No,5,No,4,4,,
06/18/2025 07:19:32,Yes,25,MPPM,4th,At home with family,3.64,No,50%–75%,<1,3,5,Sometimes,Sometimes,Sometimes,4,6–7 hrs,Always,3,"<15,000",No,Yes,3,No,5,5,,
07/25/2025 17:24:12,Yes,33,B.Tech in AI,4th,At home with family,2.86,No,>90%,1 to 2,3,4,Sometimes,Rarely,"Yes, regularly",3,5–6 hrs,Frequently,3,">50,000",No,Yes,4,Sometimes,5,4,,
07/03/2025 14:27:20,Yes,21,B.Tech in AI,Graduated,Rented/shared room,3.46,No,50%–75%,>4,1,2,Frequently,Sometimes,Sometimes,3,5–6 hrs,Frequently,3,"<15,000",No,No,5,Significantly,5,3,,
05/28/2025 02:54:09,Yes,23,ENE,Graduated,Hostel,2.73,No,75%–90%,>4,1,4,Rarely,Sometimes,Sometimes,5,5–6 hrs,Sometimes,3,"15,000–30,000",Yes,No,3,No,5,3,,
06/03/2025 14:21:51,Yes,22,MPhil,3rd,Rented/shared room,3.21,No,>90%,<1,1,3,Frequently,Sometimes,No,2,7–8 hrs,Rarely,5,"30,000–50,000",Yes,Yes,4,Rarely,5,4,,
06/25/2025 04:02:49,Yes,23,B.Tech in AI,4th,Alone,3.77,No,>90%,3 to 4,1,3,Rarely,Frequently,"Yes, regularly",3,6–7 hrs,Always,3,"30,000–50,000",No,Yes,4,Rarely,5,5,,
06/07/2025 05:11:37,Yes,23,B.Tech,3rd,At home with family,3.36,Yes,75%–90%,1 to 2,1,1,Sometimes,Never,Sometimes,4,5–6 hrs,Always,5,">50,000",No,No,1,No,5,4,,
05/25/2025 02:37:49,Yes,24,BDS,4th,Alone,3.58,No,75%–90%,2 to 3,2,3,Always,Sometimes,Sometimes,5,7–8 hrs,Frequently,1,">50,000",No,No,2,Rarely,5,3,,
07/07/2025 20:59:53,Yes,47,ENE,Graduated,At home with family,3.55,Yes,>90%,1 to 2,1,2,Sometimes,Sometimes,Rarely,4,6–7 hrs,Frequently,2,"15,000–30,000",Yes,No,4,Significantly,2,5,,
07/07/2025 15:53:35,Yes,21,EMBA,Graduated,Rented/shared room,3.1,No,>90%,2 to 3,1,2,Sometimes,Sometimes,Rarely,5,<5 hrs,Always,3,">50,000",Yes,Yes,4,No,5,5,,
06/10/2025 02:07:48,Yes,22,BA.LLB,Graduated,Hostel,3.11,No,50%–75%,>4,2,3,Rarely,Rarely,"Yes, regularly",5,6–7 hrs,Frequently,4,">50,000",Yes,Yes,3,No,5,5,,
07/17/2025 00:18:16,Yes,27,BIM,4th,At home with family,2.97,Yes,>90%,<1,3,3,Frequently,Sometimes,No,1,6–7 hrs,Rarely,4,"<15,000",Yes,Yes,2,No,4,4,,
06/18/2025 09:17:27,Yes,20,CS,4th,At home with family,3.09,No,75%–90%,1 to 2,3,2,Sometimes,Never,"Yes, regularly",2,>8 hrs,Frequently,1,">50,000",No,No,4,Sometimes,5,5,Finding time for self-study alongside assignments is tough.,
05/23/2025 17:48:45,Yes,22,MPhil,4th,Hostel,3.77,No,>90%,<1,3,5,Frequently,Frequently,Rarely,5,7–8 hrs,Always,2,"15,000–30,000",No,Yes,4,Sometimes,5,5,The best way to predict the future is to create it.,
07/01/2025 12:15:10,Yes,23,B.A.LLB,4th,At home with family,3.25,Yes,>90%,1 to 2,4,4,Frequently,Never,Sometimes,3,6–7 hrs,Always,5,"30,000–50,000",Yes,Yes,2,Significantly,5,2,,
05/18/2025 13:04:50,Yes,23,CA,Graduated,Rented/shared room,2.73,No,75%–90%,2 to 3,2,1,Rarely,Sometimes,Rarely,1,5–6 hrs,Frequently,5,"30,000–50,000",Yes,Yes,5,Significantly,2,3,,
07/16/2025 11:50:56,Yes,22,B.Sc,4th,At home with family,3.02,No,>90%,1 to 2,4,3,Frequently,Sometimes,Sometimes,4,7–8 hrs,Frequently,5,">50,000",Yes,No,1,Sometimes,5,5,,
06/12/2025 20:18:14,Yes,44,ENE,4th,At home with family,3.66,No,50%–75%,<1,3,2,Frequently,Rarely,Sometimes,4,6–7 hrs,Sometimes,3,"15,000–30,000",Yes,No,3,Sometimes,5,5,,
